1,137,xxx,FIUSHA,8,10,0000-00-00,0000-00-00
2,23,xxx,BEIGE,8,7,0000-00-00,0000-00-00
3,62,xxx,AZ+D4:F23UL PAVO,8,7,0000-00-00,0000-00-00
4,64,xxx,REY,8,7,0000-00-00,0000-00-00
5,76,xxx,FLEVINA VERDE,8,7,0000-00-00,0000-00-00
6,93,xxx,ROSA ,8,7,0000-00-00,0000-00-00
7,107,xxx,CORAL,8,7,0000-00-00,0000-00-00
8,144,xxx,PETUNIA ROSA,8,7,0000-00-00,0000-00-00
9,551,xxx,VERDE HOJA,8,7,0000-00-00,0000-00-00
10,65,xxx,AZUL MARINO,8,4,0000-00-00,0000-00-00
11,68,xxx,PALMOLIVE,8,4,0000-00-00,0000-00-00
12,93,xxx,ROSA,8,4,0000-00-00,0000-00-00
13,131,xxx,ROJO,8,4,0000-00-00,0000-00-00
14,143,xxx,ROSA,8,4,0000-00-00,0000-00-00
15,H 131,xxx,ROJO,8,4,0000-00-00,0000-00-00
16,NUEVO,xxx,PIEL,6,9,0000-00-00,0000-00-00
17,NUEVO,xxx,34 BEIGE,6,9,0000-00-00,0000-00-00
18,NUEVO,xxx,93 ROSA BEBE,6,9,0000-00-00,0000-00-00
19,NUEVO,xxx,48 AZULADO,6,9,0000-00-00,0000-00-00
20,NUEVO,xxx,66 MENTA,6,9,0000-00-00,0000-00-00
21,36,xxx,TABACO ,1,10,0000-00-00,0000-00-00
22,100,xxx,BLANCO,1,10,0000-00-00,0000-00-00
23,101,xxx,CRUDO,1,10,0000-00-00,0000-00-00
24,107,xxx,ROSA MEX,1,10,0000-00-00,0000-00-00
25,108,xxx,CANARIO,1,10,0000-00-00,0000-00-00
26,110,xxx,MANGO,1,10,0000-00-00,0000-00-00
27,111,xxx,BEIGE VAINILLA,1,10,0000-00-00,0000-00-00
28,112,xxx,AZUL MEDIO,1,10,0000-00-00,0000-00-00
29,115,xxx,VERDE CLARO,1,10,0000-00-00,0000-00-00
30,116,xxx,OLIVO,1,10,0000-00-00,0000-00-00
31,120,xxx,NARANJA,1,10,0000-00-00,0000-00-00
32,121,xxx,COCOA,1,10,0000-00-00,0000-00-00
33,121,xxx,AZUL REY,1,10,0000-00-00,0000-00-00
34,123,xxx,PAVO OSCURO,1,10,0000-00-00,0000-00-00
35,128,xxx,NEGRO,1,10,0000-00-00,0000-00-00
36,132,xxx,CORAL,1,10,0000-00-00,0000-00-00
37,134,xxx,ROJO GRANATE ,1,10,0000-00-00,0000-00-00
38,139,xxx,CARAMELLO,1,10,0000-00-00,0000-00-00
39,140,xxx,AZUL TURQUEZA,1,10,0000-00-00,0000-00-00
40,157,xxx,AMARILLO BABY,1,10,0000-00-00,0000-00-00
41,163,xxx,MAIZ,1,10,0000-00-00,0000-00-00
42,196,xxx,VERDE BOTELLA,1,10,0000-00-00,0000-00-00
43,210,xxx,GUINDA CLARO,1,10,0000-00-00,0000-00-00
44,210,xxx,PALO DE ROSA,1,10,0000-00-00,0000-00-00
45,212,xxx,ROJO ESCOLAR,1,10,0000-00-00,0000-00-00
46,213,xxx,CAFÉ OSCURO,1,10,0000-00-00,0000-00-00
47,300,xxx,AGUACATE ,1,10,0000-00-00,0000-00-00
48,314,xxx,AGUACATE CLARO,1,10,0000-00-00,0000-00-00
49,411,xxx,TURQUEZA,1,10,0000-00-00,0000-00-00
50,415,xxx,PAVO OSCURO,1,10,0000-00-00,0000-00-00
51,425,xxx,MARINO,1,10,0000-00-00,0000-00-00
52,524,xxx,UVA,1,10,0000-00-00,0000-00-00
53,563,xxx,CORAL,1,10,0000-00-00,0000-00-00
54,611,xxx,CARDENAL ,1,10,0000-00-00,0000-00-00
55,641,xxx,FIUSHA,1,10,0000-00-00,0000-00-00
56,725,xxx,VINO,1,10,0000-00-00,0000-00-00
57,1087,xxx,ORO PUMA,1,10,0000-00-00,0000-00-00
58,2070,xxx,VERDE BANDERA,1,10,0000-00-00,0000-00-00
59,4041,xxx,BUGAMBILIA ,1,10,0000-00-00,0000-00-00
60,4042,xxx,LILA,1,10,0000-00-00,0000-00-00
61,5099,xxx,CEREZA,1,10,0000-00-00,0000-00-00
62,5119,xxx,FIUSHA,1,10,0000-00-00,0000-00-00
63,5121,xxx,MERTIOLATE,1,10,0000-00-00,0000-00-00
64,6055,xxx,NARANJA,1,10,0000-00-00,0000-00-00
65,44,xxx,BLANCO,1,6,0000-00-00,0000-00-00
66,49,xxx,CIELO,1,6,0000-00-00,0000-00-00
67,66,xxx,MENTITA,1,6,0000-00-00,0000-00-00
68,67,xxx,PISTACHE,1,6,0000-00-00,0000-00-00
69,83,xxx,VERDE,1,6,0000-00-00,0000-00-00
70,97,xxx,ROSA,1,6,0000-00-00,0000-00-00
71,129,xxx,ROJO,1,6,0000-00-00,0000-00-00
72,132,xxx,MARACUYA,1,6,0000-00-00,0000-00-00
73,149,xxx,ROJO,1,6,0000-00-00,0000-00-00
74,156,xxx,BEIGE FUERTE,1,6,0000-00-00,0000-00-00
75,622,xxx,CORAL,1,6,0000-00-00,0000-00-00
76,830,xxx,ACUA LIMON ,1,6,0000-00-00,0000-00-00
77,3060,xxx,TURQUEZA,1,6,0000-00-00,0000-00-00
78,5089,xxx,ROJO QUEMADO,1,6,0000-00-00,0000-00-00
79,A002,xxx,CREMA,1,6,0000-00-00,0000-00-00
80,A004,xxx,MAMEY,1,6,0000-00-00,0000-00-00
81,A006,xxx,ROSA,1,6,0000-00-00,0000-00-00
82,A014,xxx,NEGRO,1,6,0000-00-00,0000-00-00
83,A039,xxx,MARINO,1,6,0000-00-00,0000-00-00
84,H32,xxx,ORO,1,6,0000-00-00,0000-00-00
85,H93,xxx,ROSA,1,6,0000-00-00,0000-00-00
86,H98,xxx,ROSA,1,6,0000-00-00,0000-00-00
87,1,xxx,BLANCO,1,3,0000-00-00,0000-00-00
88,2,xxx,MARFIL,1,3,0000-00-00,0000-00-00
89,4,xxx,AMARILLO,1,3,0000-00-00,0000-00-00
90,5,xxx,ROSA BEBE,1,3,0000-00-00,0000-00-00
91,5,xxx,SALMON,1,3,0000-00-00,0000-00-00
92,5,xxx,CANARIO,1,3,0000-00-00,0000-00-00
93,6,xxx,ROSA BEBE,1,3,0000-00-00,0000-00-00
94,7,xxx,ROSA BEBE,1,3,0000-00-00,0000-00-00
95,8,xxx,PALO DE ROSA,1,3,0000-00-00,0000-00-00
96,8,xxx,AZUL CIELO,1,3,0000-00-00,0000-00-00
97,9,xxx,MENTA,1,3,0000-00-00,0000-00-00
98,10,xxx,CIELO,1,3,0000-00-00,0000-00-00
99,12,xxx,NARANJA,1,3,0000-00-00,0000-00-00
100,13,xxx,SHEDRON,1,3,0000-00-00,0000-00-00
101,14,xxx,CAMELLO,1,3,0000-00-00,0000-00-00
102,15,xxx,CAFÉ,1,3,0000-00-00,0000-00-00
103,16,xxx,BABERO,1,3,0000-00-00,0000-00-00
104,16,xxx,ROJO CLARO ,1,3,0000-00-00,0000-00-00
105,17,xxx,ROJO QUEMADO,1,3,0000-00-00,0000-00-00
106,19,xxx,CEMENTO,1,3,0000-00-00,0000-00-00
107,20,xxx,VERDE MILITAR,1,3,0000-00-00,0000-00-00
108,21,xxx,ESMERALDA,1,3,0000-00-00,0000-00-00
109,22,xxx,VERDE OSCURO,1,3,0000-00-00,0000-00-00
110,23,xxx,PLUMBAGO,1,3,0000-00-00,0000-00-00
111,24,xxx,PIZARRA,1,3,0000-00-00,0000-00-00
112,25,xxx,REY,1,3,0000-00-00,0000-00-00
113,25,xxx,ORO DEL RIN ,1,3,0000-00-00,0000-00-00
114,26,xxx,TINTO,1,3,0000-00-00,0000-00-00
115,29,xxx,GRIS CLARO,1,3,0000-00-00,0000-00-00
116,30,xxx,GRIS OXFORD,1,3,0000-00-00,0000-00-00
117,31,xxx,MANZANA,1,3,0000-00-00,0000-00-00
118,32,xxx,ELECTRICO,1,3,0000-00-00,0000-00-00
119,34,xxx,BEIGE 2000,1,3,0000-00-00,0000-00-00
120,39,xxx,CREMA FRESCA,1,3,0000-00-00,0000-00-00
121,39,xxx,MARINO,1,3,0000-00-00,0000-00-00
122,54,xxx,CALABAZA,1,3,0000-00-00,0000-00-00
123,66,xxx,MENTITA,1,3,0000-00-00,0000-00-00
124,109,xxx,NEGRO,1,3,0000-00-00,0000-00-00
125,156,xxx,BEIGE,1,3,0000-00-00,0000-00-00
126,158,xxx,BEIGE ,1,3,0000-00-00,0000-00-00
127,162,xxx,HUESO,1,3,0000-00-00,0000-00-00
128,1080,xxx,MOSTAZA,1,3,0000-00-00,0000-00-00
129,1081,xxx,LIMON,1,3,0000-00-00,0000-00-00
130,1113,xxx,AMARILLO,1,3,0000-00-00,0000-00-00
131,2065,xxx,PERON,1,3,0000-00-00,0000-00-00
132,3060,xxx,TURQUEZA,1,3,0000-00-00,0000-00-00
133,4030,xxx,BUGAMBILIA,1,3,0000-00-00,0000-00-00
134,4034,xxx,OBISPO,1,3,0000-00-00,0000-00-00
135,4035,xxx,MORADO,1,3,0000-00-00,0000-00-00
136,4041,xxx,LILA,1,3,0000-00-00,0000-00-00
137,5059,xxx,Tinto,1,3,0000-00-00,0000-00-00
138,5063,xxx,SANDIA,1,3,0000-00-00,0000-00-00
139,5067,xxx,FIUSHA,1,3,0000-00-00,0000-00-00
140,5097,xxx,ROJO,1,3,0000-00-00,0000-00-00
141,5132,xxx,PIEL DE OVEJA,1,3,0000-00-00,0000-00-00
142,6045,xxx,PAPAYA,1,3,0000-00-00,0000-00-00
143,21,xxx,CAMELLO,1,5,0000-00-00,0000-00-00
144,22,xxx,ARENA,1,5,0000-00-00,0000-00-00
145,26,xxx,TINTO,1,5,0000-00-00,0000-00-00
146,29,xxx,VERDE MILITAR,1,5,0000-00-00,0000-00-00
147,101,xxx,BLANCO,1,5,0000-00-00,0000-00-00
148,102,xxx,ROSA,1,5,0000-00-00,0000-00-00
149,108,xxx,MARINO,1,5,0000-00-00,0000-00-00
150,109,xxx,NEGRO,1,5,0000-00-00,0000-00-00
151,125,xxx,BEIGE,1,5,0000-00-00,0000-00-00
152,151,xxx,FIUSHA,1,5,0000-00-00,0000-00-00
153,158,xxx,CAMELLO,1,5,0000-00-00,0000-00-00
154,437,xxx,TURQUEZA,1,5,0000-00-00,0000-00-00
155,1077,xxx,PERLA,1,5,0000-00-00,0000-00-00
156,4025,xxx,GINDA,1,5,0000-00-00,0000-00-00
157,5063,xxx,SANDIA,1,5,0000-00-00,0000-00-00
158,5080,xxx,CORAL FUERTE ,1,5,0000-00-00,0000-00-00
159,6052,xxx,CAFÉ OSCURO,1,5,0000-00-00,0000-00-00
160,9025,xxx,GRIS PERLA ,1,5,0000-00-00,0000-00-00
161,C046,xxx,ROJO,1,5,0000-00-00,0000-00-00
162,5,xxx,ROSA,1,7,0000-00-00,0000-00-00
163,47,xxx,NEGRO,1,7,0000-00-00,0000-00-00
164,78,xxx,ESMERALDA,1,7,0000-00-00,0000-00-00
165,121,xxx,COCOA,1,7,0000-00-00,0000-00-00
166,125,xxx,CASTAÑA CAFÉ,1,7,0000-00-00,0000-00-00
167,133,xxx,AMARILLO,1,7,0000-00-00,0000-00-00
168,151,xxx,FIUSHA,1,7,0000-00-00,0000-00-00
169,154,xxx,VIOLETA,1,7,0000-00-00,0000-00-00
170,1077,xxx,PERLA,1,7,0000-00-00,0000-00-00
171,1080,xxx,MOSTAZA ,1,7,0000-00-00,0000-00-00
172,1091,xxx,NUEZ,1,7,0000-00-00,0000-00-00
173,1096,xxx,CARNE,1,7,0000-00-00,0000-00-00
174,1098,xxx,CANARIO,1,7,0000-00-00,0000-00-00
175,1631,xxx,AMARILLO POLLO,1,7,0000-00-00,0000-00-00
176,2057,xxx,VERDE MANZANA,1,7,0000-00-00,0000-00-00
177,4046,xxx,MAGENTA,1,7,0000-00-00,0000-00-00
178,4048,xxx,ROSA LABIAL ,1,7,0000-00-00,0000-00-00
179,5059,xxx,TINTO,1,7,0000-00-00,0000-00-00
180,5060,xxx,ROJO,1,7,0000-00-00,0000-00-00
181,5067,xxx,FIUSHA,1,7,0000-00-00,0000-00-00
182,6026,xxx,CAFÉ,1,7,0000-00-00,0000-00-00
183,6045,xxx,PAPAYA,1,7,0000-00-00,0000-00-00
184,9023,xxx,GRIS PERLA,1,7,0000-00-00,0000-00-00
185,9032,xxx,GRIS OXFORD,1,7,0000-00-00,0000-00-00
186,50310,xxx,PISTACHEO,1,7,0000-00-00,0000-00-00
187,C035,xxx,BLANCO  ,1,7,0000-00-00,0000-00-00
188,C036,xxx,MAIZ,1,7,0000-00-00,0000-00-00
189,C038,xxx,ROSA BB,1,7,0000-00-00,0000-00-00
190,C039,xxx,ROSA,1,7,0000-00-00,0000-00-00
191,C041,xxx,AZUL CIELO,1,7,0000-00-00,0000-00-00
192,C043,xxx,MENTA,1,7,0000-00-00,0000-00-00
193,C044,xxx,AMARILLO,1,7,0000-00-00,0000-00-00
194,C046,xxx,ROJO,1,7,0000-00-00,0000-00-00
195,C048,xxx,MARINO,1,7,0000-00-00,0000-00-00
196,C049,xxx,PALO DE ROSA,1,7,0000-00-00,0000-00-00
197,2,xxx,ROSAS,1,4,0000-00-00,0000-00-00
198,5,xxx,ROSA,1,4,0000-00-00,0000-00-00
199,47,xxx,MANGO,1,4,0000-00-00,0000-00-00
200,62,xxx,LIMON,1,4,0000-00-00,0000-00-00
201,101,xxx,BLANCO,1,4,0000-00-00,0000-00-00
202,102,xxx,ROSA,1,4,0000-00-00,0000-00-00
203,104,xxx,AZUL,1,4,0000-00-00,0000-00-00
204,109,xxx,NEGRO,1,4,0000-00-00,0000-00-00
205,121,xxx,COCOA,1,4,0000-00-00,0000-00-00
206,133,xxx,AMARILLO,1,4,0000-00-00,0000-00-00
207,137,xxx,TURQUEZA,1,4,0000-00-00,0000-00-00
208,138,xxx,VERDE,1,4,0000-00-00,0000-00-00
209,144,xxx,ROSA NIEVE,1,4,0000-00-00,0000-00-00
210,157,xxx,MAPLE,1,4,0000-00-00,0000-00-00
211,158,xxx,CAMELL,1,4,0000-00-00,0000-00-00
212,162,xxx,VERDE LIMON,1,4,0000-00-00,0000-00-00
213,163,xxx,MAIZ - HUESO,1,4,0000-00-00,0000-00-00
214,169,xxx,TERRACOTA,1,4,0000-00-00,0000-00-00
215,176,xxx,ROSA FLORAL,1,4,0000-00-00,0000-00-00
216,470,xxx,REY,1,4,0000-00-00,0000-00-00
217,704,xxx,ROJO,1,4,0000-00-00,0000-00-00
218,932,xxx,GRIS OXFORD,1,4,0000-00-00,0000-00-00
219,1014,xxx,AZULOSO,1,4,0000-00-00,0000-00-00
220,1053,xxx,AYUNTAMIENTO,1,4,0000-00-00,0000-00-00
221,1077,xxx,PERLA,1,4,0000-00-00,0000-00-00
222,1080,xxx,MOSTAZA,1,4,0000-00-00,0000-00-00
223,1081,xxx,AMARILLO LIMON,1,4,0000-00-00,0000-00-00
224,1082,xxx,MIEL,1,4,0000-00-00,0000-00-00
225,1094,xxx,CANELA,1,4,0000-00-00,0000-00-00
226,1096,xxx,CARNE,1,4,0000-00-00,0000-00-00
227,1112,xxx,AMARILLO,1,4,0000-00-00,0000-00-00
228,1113,xxx,AMARILLO POLLO ,1,4,0000-00-00,0000-00-00
229,2053,xxx,MENTA,1,4,0000-00-00,0000-00-00
230,2054,xxx,VERDE SECO,1,4,0000-00-00,0000-00-00
231,2055,xxx,VERDE PASTO,1,4,0000-00-00,0000-00-00
232,2060,xxx,VERDE PERA,1,4,0000-00-00,0000-00-00
233,2078,xxx,VERDE SERRANO,1,4,0000-00-00,0000-00-00
234,2083,xxx,VERDE UVA,1,4,0000-00-00,0000-00-00
235,2085,xxx,BANDERA INTENSO,1,4,0000-00-00,0000-00-00
236,2088,xxx,VERDE,1,4,0000-00-00,0000-00-00
237,2484,xxx,VERDOSO,1,4,0000-00-00,0000-00-00
238,3079,xxx,AZUL PETROLEO ,1,4,0000-00-00,0000-00-00
239,3081,xxx,AZUL CIELO,1,4,0000-00-00,0000-00-00
240,3087,xxx,AZUL ARTICO,1,4,0000-00-00,0000-00-00
241,4013,xxx,ENCHILADO,1,4,0000-00-00,0000-00-00
242,4031,xxx,LILA CLARO,1,4,0000-00-00,0000-00-00
243,4031,xxx,MORADO,1,4,0000-00-00,0000-00-00
244,4033,xxx,LILA,1,4,0000-00-00,0000-00-00
245,4046,xxx,MAGENTA,1,4,0000-00-00,0000-00-00
246,4047,xxx,ROSA NEON,1,4,0000-00-00,0000-00-00
247,4050,xxx,LAVANDA ,1,4,0000-00-00,0000-00-00
248,4051,xxx,PURPURA,1,4,0000-00-00,0000-00-00
249,4057,xxx,UVA,1,4,0000-00-00,0000-00-00
250,4062,xxx,LILA FUERTE,1,4,0000-00-00,0000-00-00
251,4095,xxx,ROSA,1,4,0000-00-00,0000-00-00
252,5036,xxx,CLAVEL,1,4,0000-00-00,0000-00-00
253,5059,xxx,TINTO,1,4,0000-00-00,0000-00-00
254,5061,xxx,FIUSHA,1,4,0000-00-00,0000-00-00
255,5062,xxx,CAFÉ OSCURO,1,4,0000-00-00,0000-00-00
256,5063,xxx,SANDIA,1,4,0000-00-00,0000-00-00
257,5067,xxx,FIUSHA,1,4,0000-00-00,0000-00-00
258,5068,xxx,PALO DE ROSA,1,4,0000-00-00,0000-00-00
259,5084,xxx,CIRUELA,1,4,0000-00-00,0000-00-00
260,5086,xxx,ROJO INTENSO,1,4,0000-00-00,0000-00-00
261,5088,xxx,GROSELLA,1,4,0000-00-00,0000-00-00
262,5095,xxx,ROSA REYNA,1,4,0000-00-00,0000-00-00
263,5108,xxx,FIUSHA,1,4,0000-00-00,0000-00-00
264,6026,xxx,CAFÉ,1,4,0000-00-00,0000-00-00
265,6040,xxx,SALMON FTE,1,4,0000-00-00,0000-00-00
266,6041,xxx,FANTA,1,4,0000-00-00,0000-00-00
267,6045,xxx,PAPAYA,1,4,0000-00-00,0000-00-00
268,6052,xxx,CAFÉ OSCURO,1,4,0000-00-00,0000-00-00
269,6061,xxx,NARANJA NEON,1,4,0000-00-00,0000-00-00
270,6070,xxx,CORAL ESPAÑA,1,4,0000-00-00,0000-00-00
271,6071,xxx,BEIGE,1,4,0000-00-00,0000-00-00
272,9023,xxx,GRIS PERLA,1,4,0000-00-00,0000-00-00
273,50310,xxx,PISTACHEO,1,4,0000-00-00,0000-00-00
274,C036,xxx,MAIZ,1,4,0000-00-00,0000-00-00
275,102,xxx,ROSA BB ROSA MET,1,11,0000-00-00,0000-00-00
276,1098,xxx,CANARIO ORO,1,11,0000-00-00,0000-00-00
277,2068,xxx,JADE,1,11,0000-00-00,0000-00-00
278,2076,xxx,MANZANA ORO,1,11,0000-00-00,0000-00-00
279,5060,xxx,ROJO ROJO ,1,11,0000-00-00,0000-00-00
280,5068,xxx,PALO DE ROSA,1,11,0000-00-00,0000-00-00
281,7185,xxx,BLANCO,1,11,0000-00-00,0000-00-00
282,7329,xxx,AZUL CIELO PLATA ,1,11,0000-00-00,0000-00-00
283,7331,xxx,BLANCO - PLATA,1,11,0000-00-00,0000-00-00
284,7338,xxx,VERDE BANDERA ORO,1,11,0000-00-00,0000-00-00
285,7339,xxx,ROJO ORO,1,11,0000-00-00,0000-00-00
286,7428,xxx,MOSTAZA ORO,1,11,0000-00-00,0000-00-00
287,7438,xxx,AZUL PLATA ,1,11,0000-00-00,0000-00-00
288,7438,xxx,AZUL PLATA ,1,11,0000-00-00,0000-00-00
289,7479,xxx,LILA PLATA ,1,11,0000-00-00,0000-00-00
290,7513,xxx,JADE ORO ,1,11,0000-00-00,0000-00-00
291,1,xxx,BLANCO,1,9,0000-00-00,0000-00-00
292,2,xxx,MARFIL,1,9,0000-00-00,0000-00-00
293,4,xxx,AMARILLO BEBE,1,9,0000-00-00,0000-00-00
294,6,xxx,SALMON,1,9,0000-00-00,0000-00-00
295,10,xxx,PALO DE ROSA,1,9,0000-00-00,0000-00-00
296,10,xxx,HUESO,1,9,0000-00-00,0000-00-00
297,11,xxx,MENTA,1,9,0000-00-00,0000-00-00
298,14,xxx,AMARILLO,1,9,0000-00-00,0000-00-00
299,17,xxx,MOSTAZA,1,9,0000-00-00,0000-00-00
300,18,xxx,CANELA,1,9,0000-00-00,0000-00-00
301,19,xxx,SHEDRON,1,9,0000-00-00,0000-00-00
302,20,xxx,BEIGE,1,9,0000-00-00,0000-00-00
303,21,xxx,CAMELLO,1,9,0000-00-00,0000-00-00
304,22,xxx,ARENA,1,9,0000-00-00,0000-00-00
305,23,xxx,CAFÉ,1,9,0000-00-00,0000-00-00
306,24,xxx,ROJO CLARO ,1,9,0000-00-00,0000-00-00
307,25,xxx,ROJO QUEMADO,1,9,0000-00-00,0000-00-00
308,26,xxx,TINTO,1,9,0000-00-00,0000-00-00
309,27,xxx,CEMENTO,1,9,0000-00-00,0000-00-00
310,28,xxx,OLIVO,1,9,0000-00-00,0000-00-00
311,29,xxx,MILITAR,1,9,0000-00-00,0000-00-00
312,30,xxx,PASTO,1,9,0000-00-00,0000-00-00
313,31,xxx,VERDE ESMERALDA  ,1,9,0000-00-00,0000-00-00
314,32,xxx,VERDE BANDERA,1,9,0000-00-00,0000-00-00
315,33,xxx,VERDE OSCURO,1,9,0000-00-00,0000-00-00
316,34,xxx,BEIGE,1,9,0000-00-00,0000-00-00
317,36,xxx,AQUA,1,9,0000-00-00,0000-00-00
318,37,xxx,PIZARRA AZUL,1,9,0000-00-00,0000-00-00
319,38,xxx,REY,1,9,0000-00-00,0000-00-00
320,39,xxx,MARINO,1,9,0000-00-00,0000-00-00
321,40,xxx,NEGRO,1,9,0000-00-00,0000-00-00
322,41,xxx,LILA CLARO,1,9,0000-00-00,0000-00-00
323,42,xxx,LILA FUERTE ,1,9,0000-00-00,0000-00-00
324,43,xxx,FIUSHA,1,9,0000-00-00,0000-00-00
325,44,xxx,BUGAMBILIA,1,9,0000-00-00,0000-00-00
326,46,xxx,GRIS CLARO,1,9,0000-00-00,0000-00-00
327,47,xxx,GRIS OXFORD,1,9,0000-00-00,0000-00-00
328,48,xxx,ELECTRICO AZUL,1,9,0000-00-00,0000-00-00
329,49,xxx,AYUNTAMIENTO,1,9,0000-00-00,0000-00-00
330,50,xxx,NARANJA,1,9,0000-00-00,0000-00-00
331,51,xxx,MANZANA,1,9,0000-00-00,0000-00-00
332,54,xxx,CALABAZA,1,9,0000-00-00,0000-00-00
333,58,xxx,CAFÉ -TABACO,1,9,0000-00-00,0000-00-00
334,93,xxx,ROSA,1,9,0000-00-00,0000-00-00
335,124,xxx,COCOA,1,9,0000-00-00,0000-00-00
336,154,xxx,VIOLETA,1,9,0000-00-00,0000-00-00
337,162,xxx,LIMON,1,9,0000-00-00,0000-00-00
338,163,xxx,MAIZ,1,9,0000-00-00,0000-00-00
339,2068,xxx,JADE,1,9,0000-00-00,0000-00-00
340,3063,xxx,VIDRIO - AZUL,1,9,0000-00-00,0000-00-00
341,3065,xxx,AZUL VERDE,1,9,0000-00-00,0000-00-00
342,4025,xxx,GUINDA,1,9,0000-00-00,0000-00-00
343,4034,xxx,OBISPO,1,9,0000-00-00,0000-00-00
344,4058,xxx,ANEMONA,1,9,0000-00-00,0000-00-00
345,4059,xxx,DALIA,1,9,0000-00-00,0000-00-00
346,4060,xxx,SAPONARIO ROSA,1,9,0000-00-00,0000-00-00
347,5063,xxx,SANDIA,1,9,0000-00-00,0000-00-00
348,5132,xxx,PIEL DE OVEJA,1,9,0000-00-00,0000-00-00
349,6054,xxx,CORAL,1,9,0000-00-00,0000-00-00
350,6064,xxx,TABACO - CAFÉ,1,9,0000-00-00,0000-00-00
351,6068,xxx,TRIGO,1,9,0000-00-00,0000-00-00
352,9026,xxx,GRIS HUMO,1,9,0000-00-00,0000-00-00
353,9047,xxx,GRIS MEDIO,1,9,0000-00-00,0000-00-00
354,151,xxx,FIUSHA ,1,12,0000-00-00,0000-00-00
355,551,xxx,VERDE HOJA,1,12,0000-00-00,0000-00-00
356,1113,xxx,AMARILLO,1,12,0000-00-00,0000-00-00
357,5063,xxx,SANDIA,1,12,0000-00-00,0000-00-00
358,5132,xxx,PIEL DE OVEJA,1,12,0000-00-00,0000-00-00
359,29,xxx,TURQUEZA,7,6,0000-00-00,0000-00-00
360,414,xxx,PIZARRA MEDIO,7,3,0000-00-00,0000-00-00
361,1370,xxx,GRIS MEDIO,7,3,0000-00-00,0000-00-00
362,1,xxx,BLANCO,7,7,0000-00-00,0000-00-00
363,3,xxx,ROSA BB,7,7,0000-00-00,0000-00-00
364,10,xxx,HUESO,7,7,0000-00-00,0000-00-00
365,24,xxx,ROJO,7,7,0000-00-00,0000-00-00
366,49,xxx,AMARILLO POLLO,7,7,0000-00-00,0000-00-00
367,58,xxx,GRIS PLOMO,7,7,0000-00-00,0000-00-00
368,73,xxx,LILA,7,7,0000-00-00,0000-00-00
369,1838,xxx,CAFÉ FR,7,7,0000-00-00,0000-00-00
370,1,xxx,BLANCO,7,4,0000-00-00,0000-00-00
371,12,xxx,PAJA,7,4,0000-00-00,0000-00-00
372,24,xxx,ROJO,7,4,0000-00-00,0000-00-00
373,73,xxx,LILA,7,4,0000-00-00,0000-00-00
374,143,xxx,VERDE,7,4,0000-00-00,0000-00-00
375,176,xxx,ROJO,7,4,0000-00-00,0000-00-00
376,627,xxx,VINO SM,7,4,0000-00-00,0000-00-00
377,1,xxx,BLANCO,7,9,0000-00-00,0000-00-00
378,3,xxx,ROSA BB,7,9,0000-00-00,0000-00-00
379,24,xxx,ROJO,7,9,0000-00-00,0000-00-00
380,58,xxx,PLOMO,7,9,0000-00-00,0000-00-00
381,187,xxx,VISAGRA,7,9,0000-00-00,0000-00-00
382,237,xxx,GRANADA,7,9,0000-00-00,0000-00-00
383,1370,xxx,GRIS MEDIO,7,9,0000-00-00,0000-00-00
384,1834,xxx,CARNITAS,7,9,0000-00-00,0000-00-00
